"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-1089"	"1089"	"tskt w la mtsktsh baghi tkhrjni mn 39li . baghi rasi tnwd fih alsh3r ."	"The speaker says, ‘Be quiet or do not be quiet; you want to drive me out of my mind.’ They then say, ‘You want my head to rise with hair in it,’ preserving the direct second-person direction and the hair surface."	"화자는 ‘조용히 해, 아니면 조용히 하지 마. 너 때문에 내가 미치겠다’라고 해요. 이어 ‘네가 내 머리에 머리카락이 곤두서게 하려 한다’는 식으로 말하며 2인칭 방향과 머리카락 표면을 보존해요."	"B1"	"38"	"daily_life"	"reproach_about_driving_someone_mad"	"conversation"	"command"	"colloquial"	"medium"	""	"draft"
"madoran-s6-sentno-1090"	"1090"	"nkhbrk w nfhmk rani daik 3nd ghwla w 7rz thdr ghadi nbi3k . tbi3ni w ma nhdrsh tkhwnwa wlad nas w tbi3whm w ma nhdrwsh harja 3nd bwia wlad nhar ghadi tkhlswha ghalia bwk w mazal nkhwnwh w nbi3wh 79k tfr7 ghadi n3ishk 3nd ghwla fln3im knt 3aish ghaia 3nd wlad nhar ana ntwma jbtwni hna rani n9wlk askt jrh ."	"In a long exchange, the speaker says they will tell and explain something, then says they are stuck or present with ghwla and a charm or talisman. They say someone will talk and that they will sell the listener, then mention selling or betraying people, selling them outside at Buya, the Sons of the Day finishing them at a high price, continuing to betray and sell, and living with or near Ghoula in blessing. The speaker says the Sons of the Day brought them here and ends by telling the listener to be quiet; actors and clauses remain separate."	"긴 대화에서 화자는 말하고 설명하겠다고 한 뒤 ghwla와 부적이나 주문 곁에 있다고 해요. 누군가가 말할 것이며 상대를 팔겠다고 하고, 사람들을 팔거나 배신하는 일, Buya 밖에서 그들을 파는 일, 울라드 나하르가 비싸게 마무리할 것, 계속 배신하고 파는 일을 차례로 말해요. 축복 속에서 Ghoula와 함께 살겠다고 하고 울라드 나하르가 자신을 여기로 데려왔다고 한 뒤 상대에게 조용히 하라고 해 행위자와 절을 분리해요."	"C1"	"82"	"crime_safety"	"opaque_accusation_and_sale_of_people"	"conversation"	"warning"	"offensive"	"high"	"long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1091"	"1091"	"ana rana jaibin lk sl3a malk nta ia sh7ma lard rai7 jai 3lia shakain ? rani jbtlk sl3a 7iati w ana njiblk flsl3at bs7 hadi w7dha tnt9 w7dha thdr rw7ha sl3a mli7a sb7an allh ."	"The speaker says, ‘I am bringing you a sal3a; what is yours, you?’ and addresses the listener with an opaque sh7ma or ground-related surface. They say they brought a commodity of their life and that one item speaks by itself and another speaks in its own voice; the source does not require the items to move."	"화자는 ‘내가 너에게 sal3a를 가져왔어. 네 것은 무엇이냐?’라고 하며 상대에게 불투명한 sh7ma와 땅 관련 표면형으로 말을 걸어요. 자신의 삶의 상품을 가져왔다고 하고 한 물건은 혼자 말하고 다른 물건은 자기 목소리로 말한다고 하며 물건이 움직인다고 추가하지 않아요."	"C1"	"78"	"shopping"	"comic_description_of_an_opaque_commodity"	"conversation"	"description"	"colloquial"	"high"	"long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1092"	"1092"	"wri tshwf alsl3a wrilha hada sl3a 7ba krawswn hada mn jbtwh ia 3wd alli t79rih i3mik ."	"The speaker tells the listener to look at the sal3a and show it to someone, then says it is a piece or bead called 7ba krawswn. They ask where it was brought from and insult the person who despises it; the croissant-like surface and the question direction are retained."	"화자는 상대에게 sal3a를 보고 누군가에게 보여 주라고 한 뒤 그것이 7ba krawswn이라는 조각이나 알갱이라고 해요. 어디서 가져왔는지 묻고 그것을 업신여기는 사람을 모욕하며 croissant처럼 들리는 표면과 질문 방향을 보존해요."	"B2"	"58"	"shopping"	"showing_and_insulting_over_an_opaque_item"	"conversation"	"command"	"offensive"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-1093"	"1093"	"ia ltif t3rfwa tsidwa ghir lizandian makan ni brbar ma kan ni tarzw ma kan ni fwndamat jbtwli hada sha ndir bih ."	"The speaker exclaims and asks whether the listeners know how to hunt, listing lizandian and other named or foreign-derived hunting surfaces. They say there is no barbar, tarzo, or fundamat, then ask what they should do with what was brought; the list is retained without normalizing the terms."	"화자는 감탄하며 상대가 사냥할 줄 아는지 묻고 lizandian과 다른 명명되거나 외래어처럼 들리는 사냥 표면형을 나열해요. barbar·tarzo·fundamat은 없다고 한 뒤 가져온 것으로 무엇을 해야 하느냐고 묻고 목록을 정규화하지 않아요."	"C1"	"74"	"sports"	"opaque_hunting_list_and_reproach"	"conversation"	"question"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1094"	"1094"	"had nz9i bih ana dih 3lia dih 3lia a3tini fih ghir 10 dwrwa . ma n3tik walw . ma bghatsh . arwa7 s7a a3tina fih 8 dwrwa ."	"The speaker says, ‘This, I will poke with it; it is on me,’ bargains over ten doro, refuses to give it, and then asks the friend to give eight doro. The repeated dih 3lia direction is preserved."	"화자는 ‘이것을 그것으로 찌를 거야. 이것은 내게 있어’라고 하며 10도라를 흥정하고 주지 않겠다고 한 뒤 친구에게 8도라를 달라고 해요. 반복되는 dih 3lia 방향을 보존해요."	"A2"	"32"	"shopping"	"bargaining_over_doro_for_an_item"	"conversation"	"request"	"colloquial"	"medium"	""	"draft"
"madoran-s6-sentno-1095"	"1095"	"ma n3tik fih walwa . fih 6 dwrwa walw . ia 4 dwrwa ghir drahm altbn wdrahm al3lf n3lf al3wad a ."	"The speaker refuses to give it for nothing, says there are six doro or four doro, and distinguishes the money from the money for bran and feed. They say the feed is used for al3wad; that animal surface is retained without changing it to cows."	"화자는 이것을 공짜로 주지 않겠다고 하며 6도라 또는 4도라가 있다고 해요. 그 돈은 겨와 사료를 위한 돈과 다르며 al3wad에게 먹인다고 말해 al3wad 동물 표면을 소로 확정하지 않아요."	"B1"	"42"	"shopping"	"bargaining_and_animal_feed_costs"	"conversation"	"disagreement"	"colloquial"	"medium"	""	"draft"
"madoran-s6-sentno-1096"	"1096"	"n9wlk 7aja ghadi nbith ala ma nba3sh arwa7 dih aia tmsha hadw ghir t3 z9a w twagh wah 3dni shwfi ."	"The speaker says they will sleep with it unless it is sold, tells the listener to go, and says, ‘It bit me, look,’ preserving the explicit 3dni shwfi bitten-me-and-look clause before the remaining opaque wording."	"화자는 이것이 팔리지 않으면 함께 자겠다고 하며 상대에게 가라고 해요. 이어 ‘이것이 나를 물었어, 봐’라고 말해 명시적인 3dni shwfi 절을 보존하고 나머지 불투명한 표현은 확정하지 않아요."	"B2"	"62"	"daily_life"	"opaque_bodily_reproach_during_a_sale"	"conversation"	"complaint"	"offensive"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-1097"	"1097"	"hda rah mklwb rbi idik ljhnm ansha' allh w klab iaklwk w nri7w mnk ."	"The speaker calls the situation or person upside down or overturned, asks God to send them to hell, says dogs will eat them, and says they will be rid of them; this is a curse."	"화자는 상황이나 상대가 뒤집혔다고 말하고 신이 상대를 지옥으로 보내기를 바라며 개들이 먹게 하겠다고 저주하고 자신이 상대에게서 벗어나겠다고 해요."	"B1"	"46"	"crime_safety"	"curse_with_dogs_and_hell"	"conversation"	"wish"	"offensive"	"medium"	""	"draft"
"madoran-s6-sentno-1098"	"1098"	"ma tl9twa bniadm ma walw 9a3 nhar w ntwma tkhwnwa flbz . 3lah nta bz . rzma t3 7mam bz bl3 fmk ."	"The speaker says the listeners have not released a person and have stayed all day, accuses them of betraying bread, asks why they are acting that way, and uses an opaque comic image involving a bundle and a pigeon or bathroom item being swallowed."	"화자는 상대가 사람을 풀어 주지 않고 하루 종일 있었다고 하며 빵을 배신한다고 비난해요. 왜 그렇게 하느냐고 묻고 묶음과 비둘기나 욕실 물건을 삼키는 듯한 불투명한 희극 이미지를 써요."	"B2"	"64"	"crime_safety"	"opaque_accusation_of_detention"	"conversation"	"description"	"colloquial"	"high"	"source_ambiguity"	"flagged"
